facility_name,index,source_facility_type,odhf_facility_type,provider,unit,street_no,street_name,postal_code,city,province,source_format_str_address,CSDname,CSDuid,Pruid,latitude,longitude
avenir memory care at nanaimo,422,,Nursing and residential care facilities,Province of British Columbia,,4989,wills rd,V9T2K4,nanaimo,bc,4989 wills rd nanaimo bc v9t 2k4,Nanaimo,5921007,59,49.21429,-124.02451
avonlea care centre ltd,423,,Nursing and residential care facilities,Province of British Columbia,,1658,blondeaux crescent,V1Y4J7,kelowna,bc,1658 blondeaux crescent kelowna bc v1y 4j7,Kelowna,5935010,59,49.894147,-119.461716
axis house castlegar,424,,Nursing and residential care facilities,Province of British Columbia,,2528,columbia ave,V1N2X5,castlegar,bc,2528 columbia ave castlegar bc v1n 2x5,Castlegar,5903045,59,49.282833,-117.651421
axis house williams lake,425,,Nursing and residential care facilities,Province of British Columbia,,1700,renner rd,V2G3B3,williams lake,bc,1700 renner rd williams lake bc v2g 3b3,Williams Lake,5941009,59,52.1100783,-122.1000214
ayre manor,426,,Nursing and residential care facilities,Province of British Columbia,,6764,ayre rd,V9Z1K1,sooke,bc,6764 ayre rd sooke bc v9z 1k1,Sooke,5917052,59,48.378338,-123.72716
azure group home,427,,Nursing and residential care facilities,Province of British Columbia,,6531,azure rd,V7C2S1,richmond,bc,6531 azure rd richmond bc v7c 2s1,Richmond,5915015,59,49.163382,-123.1552752
baillie house,428,long term care,Nursing and residential care facilities,Canadian Institute for Health Information,,,,V2X7G5,maple ridge,bc,,Maple Ridge,,59,,
bakerview court,429,,Nursing and residential care facilities,Province of British Columbia,,18919,62a ave,V3S8S4,surrey,bc,18919 62a ave surrey bc v3s 8s4,Surrey,5915004,59,49.11592,-122.698825
banfield pavilion,430,long term care,Nursing and residential care facilities,Canadian Institute for Health Information,,,,V5Z1M9,vancouver,bc,,Vancouver,,59,,
banfield pavilion - vancouver general hospital,431,,Nursing and residential care facilities,Province of British Columbia,,2785,ash st,V5Z1M9,vancouver,bc,2785 ash st vancouver bc v5z 1m9,Vancouver,5915022,59,49.2611939,-123.1187682
bannister drive residence,432,,Nursing and residential care facilities,Province of British Columbia,,8590,bannister dr,V2V5X4,mission,bc,8590 bannister dr mission bc v2v 5x4,Mission,5909056,59,49.1580908,-122.296432
banyan house,433,,Nursing and residential care facilities,Province of British Columbia,,4134,rupert st,V5R2H4,vancouver,bc,4134 rupert st vancouver bc v5r 2h4,Vancouver,5915022,59,49.24762,-123.0333789
baptist housing ministries — sun pointe village,434,long term care,Nursing and residential care facilities,Canadian Institute for Health Information,,,,V1X7W8,kelowna,bc,,Kelowna,,59,,
baptist housing ministries — the heights at mt. view,435,long term care,Nursing and residential care facilities,Canadian Institute for Health Information,,,,V8Z4C4,victoria,bc,,Victoria,,59,,
baptist housing ministries — village at mill creek,436,long term care,Nursing and residential care facilities,Canadian Institute for Health Information,,,,V1Y5Y5,kelowna,bc,,Kelowna,,59,,
baptist housing ministries — village at smith creek,437,long term care,Nursing and residential care facilities,Canadian Institute for Health Information,,,,V4T3C7,westbank,bc,,,,59,,
barberry lodge,438,,Nursing and residential care facilities,Province of British Columbia,,1440,barberry dr,V3B1G3,port coquitlam,bc,1440 barberry dr port coquitlam bc v3b 1g3,Port Coquitlam,5915039,59,49.2648821,-122.75463
barclay care home ltd.,439,,Nursing and residential care facilities,Province of British Columbia,,1948,grant ave,V3B1P7,port coquitlam,bc,1948 grant ave port coquitlam bc v3b 1p7,Port Coquitlam,5915039,59,49.269879,-122.768542
barlynn house,440,,Nursing and residential care facilities,Province of British Columbia,,1240,barlynn crescent,V7J1P6,north vancouver,bc,1240 barlynn crescent north vancouver bc v7j 1p6,North Vancouver,5915046,59,49.3286133,-123.0398721
barriere house,441,,Nursing and residential care facilities,Province of British Columbia,,485,carlstrom rd,V0E1E0,barriere,bc,485 carlstrom rd barriere bc v0e 1e0,Barriere,5933074,59,51.1768649,-120.1290682
bastion place,442,long term care,Nursing and residential care facilities,Canadian Institute for Health Information,,,,V1E2S5,salmon arm,bc,,Salmon Arm,,59,,
bayshore home,443,,Nursing and residential care facilities,Province of British Columbia,,44419,bayshore ave,V2R0A5,chilliwack,bc,44419 bayshore ave chilliwack bc v2r 0a5,Chilliwack,5909020,59,49.1007302,-121.9947065
bc cancer agency,444,active acute hospital,Hospitals,Canadian Institute for Health Information,,,,V5Z4E6,vancouver,bc,,Vancouver,,59,,
bc children's hospital,445,,Hospitals,Province of British Columbia,,4480,oak street,V6H3N1,vancouver,bc,4480 oak street vancouver bc v6h 3n1,Vancouver,5915022,59,49.244569,-123.125683
bc women's hospital and health centre,446,,Hospitals,Province of British Columbia,,4500,oak street,V6H3N1,vancouver,bc,4500 oak street vancouver bc v6h 3n1,Vancouver,5915022,59,49.243637,-123.125393
beacon community services — brentwood house,447,long term care,Nursing and residential care facilities,Canadian Institute for Health Information,,,,V8M1H4,brentwood bay,bc,,,,59,,
beacon community services — sluggett house,448,long term care,Nursing and residential care facilities,Canadian Institute for Health Information,,,,V8M1G5,brentwood bay,bc,,,,59,,
beacon hill villa,449,,Nursing and residential care facilities,Province of British Columbia,,635,superior st,V8V1V1,victoria,bc,635 superior st victoria bc v8v 1v1,Victoria,5917034,59,48.4180655,-123.3670916
beckley farm lodge,450,,Nursing and residential care facilities,Province of British Columbia,,530,simcoe st,V8V4W4,victoria,bc,530 simcoe st victoria bc v8v 4w4,Victoria,5917034,59,48.415112,-123.37239
beckman house,451,,Nursing and residential care facilities,Province of British Columbia,,12032,216 st,V2X5J3,maple ridge,bc,12032 216th st maple ridge bc v2x 5j3,Maple Ridge,5915075,59,49.2212835,-122.6220496
bed & breakfast,452,,Nursing and residential care facilities,Province of British Columbia,,910,easter rd,V8X2Z8,victoria,bc,910 easter rd victoria bc v8x 2z8,Saanich,5917021,59,48.460699,-123.36752
bella bella medical clinic,453,,Ambulatory health care services,Province of British Columbia,,88,waglisla street,V0T1Z0,bella bella,bc,88 waglisla street bella bella bc v0t 1z0,Bella Bella 1,5945801,59,52.161197,-128.143155
bella coola general hospital,454,general,Hospitals,Public Health Agency of Canada,,1025,elcho st,V0T1C0,bella coola,bc,1025 elcho st. bella coola bc v0t 1c0,Central Coast E,5945014,59,52.3741762,-126.75795
bella coola medical clinic,455,,Ambulatory health care services,Province of British Columbia,,1025,elcho street,V0T1C0,bella coola,bc,1025 elcho street bella coola bc v0t 1c0,Central Coast E,5945014,59,52.373495,-126.757077
belmont residence,456,,Nursing and residential care facilities,Province of British Columbia,,3975,202 st,V3A1R9,langley,bc,3975 202nd st langley bc v3a 1r9,Langley,5915001,59,49.0741414,-122.6645132
belvedere seniors living — belvedere care centre,457,long term care,Nursing and residential care facilities,Canadian Institute for Health Information,,,,V3K7B3,coquitlam,bc,,Coquitlam,,59,,
belvedere seniors living — cherington place,458,long term care,Nursing and residential care facilities,Canadian Institute for Health Information,,,,V3R2C5,chilliwack,bc,,Chilliwack,,59,,
berkley care centre,459,,Nursing and residential care facilities,Province of British Columbia,,2444,burr pl,V7H3A5,north vancouver,bc,2444 burr pl north vancouver bc v7h 3a5,North Vancouver,5915046,59,49.312278,-123.006
berman house,460,,Nursing and residential care facilities,Province of British Columbia,,1400,lakewood dr,V5L4M8,vancouver,bc,1400 lakewood dr vancouver bc v5l 4m8,Vancouver,5915022,59,49.271922,-123.062
berwick house,461,,Nursing and residential care facilities,Province of British Columbia,,4062,shelbourne st,V8N3E6,victoria,bc,4062 shelbourne st victoria bc v8n 3e6,Saanich,5917021,59,48.475333,-123.33305
berwick on the lake,462,,Nursing and residential care facilities,Province of British Columbia,,3201,ross rd,V9T6L9,nanaimo,bc,3201 ross rd nanaimo bc v9t 6l9,Nanaimo,5921007,59,49.21002,-124.00388
berwick on the park,463,,Nursing and residential care facilities,Province of British Columbia,,60,whiteshield crescent s,V2E2S9,kamloops,bc,60 whiteshield crescent s kamloops bc v2e 2s9,Kamloops,5933042,59,50.6578036,-120.3369705
berwick royal oak,464,,Nursing and residential care facilities,Province of British Columbia,,4680,elk lake dr,V8Z5M1,victoria,bc,4680 elk lake dr victoria bc v8z 5m1,Saanich,5917021,59,48.5035189,-123.3868419
bethayne house,465,,Nursing and residential care facilities,Province of British Columbia,,17412,58a ave,V3S1M8,surrey,bc,17412 58a ave surrey bc v3s 1m8,Surrey,5915004,59,49.108379,-122.740143
bethesda abbotsford home,466,,Nursing and residential care facilities,Province of British Columbia,,1895,jackson st,V2S2Z8,abbotsford,bc,1895 jackson st abbotsford bc v2s 2z8,Abbotsford,5909052,59,49.0363142,-122.3077081
bethesda chilcotin home,467,,Nursing and residential care facilities,Province of British Columbia,,32704,chilcotin dr,V2T5S5,abbotsford,bc,32704 chilcotin dr abbotsford bc v2t 5s5,Abbotsford,5909052,59,49.0710888,-122.3183114
bethesda clearbrook home,468,,Nursing and residential care facilities,Province of British Columbia,,32553,willingdon cres,V2T1S1,abbotsford,bc,32553 willingdon cres abbotsford bc v2t 1s1,Abbotsford,5909052,59,49.0477168,-122.3221005
bethesda langley home,469,,Nursing and residential care facilities,Province of British Columbia,,20477,93a ave,V1M1B8,langley,bc,20477 93a ave langley bc v1m 1b8,Langley,5915001,59,49.1727066,-122.6550127
bethesda matsqui home,470,,Nursing and residential care facilities,Province of British Columbia,,32768,bevan ave,V2S1T1,abbotsford,bc,32768 bevan ave abbotsford bc v2s 1t1,Abbotsford,5909052,59,49.0416172,-122.3166859
bethesda richmond home,471,,Nursing and residential care facilities,Province of British Columbia,,7540,acheson road,V6Y1M9,richmond,bc,7540 acheson road richmond bc v6y 1m9,Richmond,5915015,59,49.1598783,-123.1400007
bethesda south richmond home,472,,Nursing and residential care facilities,Province of British Columbia,,10984,springmont gate,V7E1Y4,richmond,bc,10984 springmont gate richmond bc v7e 1y4,Richmond,5915015,59,49.1340288,-123.1915231
bethesda surrey home,473,,Nursing and residential care facilities,Province of British Columbia,,16321,108 ave,V3R6C5,surrey,bc,16321 108th ave surrey bc v3r 6c5,Surrey,5915004,59,49.1989643,-122.770158
bethesda west abbotsford home,474,,Nursing and residential care facilities,Province of British Columbia,,31126,kingfisher dr,V2T5K4,abbotsford,bc,31126 kingfisher dr abbotsford bc v2t 5k4,Surrey,5915004,59,49.199194,-122.770159
bethesda west clearbrook home,475,,Nursing and residential care facilities,Province of British Columbia,,2339,arbutus st,V2T2V8,abbotsford,bc,2339 arbutus st abbotsford bc v2t 2v8,Abbotsford,5909052,59,49.0446238,-122.339746
bethesda west richmond,476,,Nursing and residential care facilities,Province of British Columbia,,10120,no 1 road,V7E1S2,richmond,bc,10120 no. 1 road richmond bc v7e 1s2,Richmond,5915015,59,49.1399135,-123.1809197
bevan village,477,,Nursing and residential care facilities,Province of British Columbia,,33386,bevan ave,V2S5G6,abbotsford,bc,33386 bevan ave abbotsford bc v2s 5g6,Abbotsford,5909052,59,49.0413325,-122.2992395
beverly medical clinic,478,,Ambulatory health care services,Province of British Columbia,,201-2763,beverly street,V9L6X2,duncan,bc,201-2763 beverly street duncan bc v9l 6x2,North Cowichan,5919008,59,48.785745,-123.708003
beyond health and medical centre,479,,Ambulatory health care services,Province of British Columbia,,101-19211,fraser highway,V3S7C9,surrey,bc,101-19211 fraser highway surrey bc v3s 7c9,Surrey,5915004,59,49.11913,-122.6903
birch lodge,480,,Nursing and residential care facilities,Province of British Columbia,,7446,highway 6,V1B3H4,coldstream,bc,7446 highway 6 coldstream bc v1b 3h4,Coldstream,5937010,59,50.2203239,-119.1493654
birch station,481,,Nursing and residential care facilities,Province of British Columbia,,5100,blundell rd,V7C1H4,richmond,bc,5100 blundell rd richmond bc v7c 1h4,Richmond,5915015,59,49.1553185,-123.1682267
birchview residences,482,,Nursing and residential care facilities,Province of British Columbia,,7780,hart hwy,V2K3B3,prince george,bc,7780 hart hwy prince george bc v2k 3b3,Prince George,5953023,59,53.999924,-122.8011
birchwood house,483,,Nursing and residential care facilities,Province of British Columbia,,4002,maple crescent,V6J4B2,vancouver,bc,4002 maple crescent vancouver bc v6j 4b2,Vancouver,5915022,59,49.250434,-123.151
birchwood place,484,,Nursing and residential care facilities,Province of British Columbia,,3183,kofoed dr,V8G3P8,thornhill,bc,3183 kofoed dr thornhill bc v8g 3p8,Kitimat-Stikine E,5949018,59,54.51652,-128.54583
bissette,485,,Nursing and residential care facilities,Province of British Columbia,,625,bissette road,V2B6L3,kamloops,bc,625 bissette road kamloops bc v2b 6l3,Kamloops,5933042,59,50.7616555,-120.3440301
blenheim lodge,486,,Nursing and residential care facilities,Province of British Columbia,,3263,blenheim st,V6L2X7,vancouver,bc,3263 blenheim st vancouver bc v6l 2x7,Vancouver,5915022,59,49.2572761,-123.1791189
blenkinsop home,487,,Nursing and residential care facilities,Province of British Columbia,,3924,blenkinsop rd,V8P3P5,victoria,bc,3924 blenkinsop rd victoria bc v8p 3p5,Saanich,5917021,59,48.4659403,-123.3503798
blueridge house,488,,Nursing and residential care facilities,Province of British Columbia,,2669,standish dr,V7H1M9,north vancouver,bc,2669 standish dr north vancouver bc v7h 1m9,North Vancouver,5915046,59,49.3249901,-123.000264
borland medi-clinic,489,,Ambulatory health care services,Province of British Columbia,,452,borland street,V2G1R7,williams lake,bc,452 borland street williams lake bc v2g 1r7,Williams Lake,5941009,59,52.130092,-122.139779
boundary district hospital,490,,Hospitals,Province of British Columbia,,7649,22 street,V0H1H2,grand forks,bc,7649 22nd street grand forks bc v0h 1h2,Grand Forks,5905032,59,49.030363,-118.467838
boundary hospital,491,general,Hospitals,Public Health Agency of Canada,,7649,22 st,V0H1H0,grand forks,bc,7649 - 22nd st. grand forks bc v0h 1h0,Grand Forks,5905032,59,49.0295499,-118.468238
boundary park medical centre,492,,Ambulatory health care services,Province of British Columbia,,115-6350,120 street,V3X3K1,surrey,bc,115-6350 120th street surrey bc v3x 3k1,Surrey,5915004,59,49.118235,-122.890172
bowness residence,493,,Nursing and residential care facilities,Province of British Columbia,,4909,bowness avenue,V8A3S6,powell river,bc,4909 bowness avenue powell river bc v8a 3s6,Powell River,5927008,59,49.8490901,-124.5073861
bradley centre,494,long term care,Nursing and residential care facilities,Canadian Institute for Health Information,,,,V2P1P7,chilliwack,bc,,Chilliwack,,59,,
bradner house,495,,Nursing and residential care facilities,Province of British Columbia,,3098,bradner rd,V4X1K2,abbotsford,bc,3098 bradner rd abbotsford bc v4x 1k2,Abbotsford,5909052,59,49.0586,-122.425236
braemore lodge,496,,Nursing and residential care facilities,Province of British Columbia,,2402,s main st,V2A5H9,penticton,bc,2402 s main st penticton bc v2a 5h9,Penticton,5907041,59,49.4712603,-119.5812088
brandt's creek mews,497,,Nursing and residential care facilities,Province of British Columbia,,2081,cross road,V1V2G2,kelowna,bc,2081 cross road kelowna bc v1v 2g2,Kelowna,5935010,59,49.9200841,-119.4354247
brentwood house,498,,Nursing and residential care facilities,Province of British Columbia,,1167,stellys x rd,V8M1H4,brentwood bay,bc,1167 stellys x rd brentwood bay bc v8m 1h4,Central Saanich,5917015,59,48.5794252,-123.4509233
brentwood medical clinic,499,,Ambulatory health care services,Province of British Columbia,,212-4567,lougheed highway,V5C3Z6,burnaby,bc,212-4567 lougheed highway burnaby bc v5c 3z6,Burnaby,5915025,59,49.26859,-123.0008
