"Index","Facility_Name","Source_Facility_Type","ODCAF_Facility_Type","Provider","Unit","Street_No","Street_Name","Postal_Code","City","Prov_Terr","Source_Format_Address","CSD_Name","CSDUID","PRUID","Latitude","Longitude"
6569,"musée du centre acadien de l'université sainte-anne","human history-archaelogy-anthropology or ethnology","museum","canadian museums association",,1695,"1 route","b0w1m0","pointe de-l'église","ns","université sainte-anne 1695 route 1 pointe de l'église nova scotia b0w 1m0 canada",,,"12",,
6570,"musée du centre commémoratif de l'holocauste à montréal","institution muséale (musée, centre d'exposition, lieu d'interprétation)","museum","province of québec",,5151,"chemin de-la-côte","h3w1m6","montréal","qc","5151, chemin de la côte ste-catherine","Montréal","2466023","24",45.48921315,-73.63679438
6571,"musée du château dufresne / musée dufresne nicheri","institution muséale (musée, centre d'exposition, lieu d'interprétation)","museum","province of québec",,2929,"avenue jeanne-d'arc","h1w3w2","montréal","qc","2929, avenue jeanne-d'arc","Montréal","2466023","24",45.55341708,-73.55344353
6574,"musée du collège de lévis","community/regional museum","museum","canadian museums association",,9,"rue monseigneur","g6v5k1","lévis","qc","9 rue monseigneur gosselin lévis québec g6v 5k1 canada","Lévis","2425213","24",46.8113726,-71.1802276
6575,"musée du fjord","institution muséale (musée, centre d'exposition, lieu d'interprétation)","museum","province of québec",,3346,"boulevard de-la-grande-baie sud","g7b1g2","saguenay","qc","3346, boulevard de la grande baie sud","Saguenay","2494068","24",48.31756581,-70.85395694
6578,"musée du fort","museum / historic site","museum","province of québec",,10,"rue ste-anne","g1r4s7","québec","qc","10, rue ste-anne","Québec","2423027","24",46.813062,-71.205201
6579,"musée du fort st-jean","exhibition or cultural centre historic site-building or park military museum or fort","museum","canadian museums association",,15,"rue jacques cartier nord","j3b8r8","saint-jean richelieu","qc","15 rue jacques-cartier nord saint-jean richelieu québec j3b 8r8 canada","Saint-Jean-sur-Richelieu","2456083","24",45.2956772,-73.25265372
6580,"musée du fromage cheddar","industry/trade museum","museum","canadian museums association",,148,"ave albert-perron","g8j1l4","perron saint-prime","qc","148 ave albert-perron saint-prime québec g8j 1l4 canada","Saint-Prime","2491035","24",48.59210044,-72.338423
6581,"musée du golf du québec","museum / historic site","museum","province of québec",,669,"rue coupland","j2h0p7","granby","qc","669, rue coupland","Granby","2447017","24",45.35906,-72.668844
6585,"musée du haut-richelieu",,"museum","province of québec",,182,"rue jacques cartier nord","j3b7w3","saint jean sur richelieu","qc","place du marché 182, rue jacques-cartier nord","Saint-Jean-sur-Richelieu","2456083","24",45.305322,-73.253986
6586,"musée du ski de québec","community/regional museum sports museum/hall of fame","museum","canadian museums association",,2000,"boul du-beau pré","g0a1e0","beaupré","qc","2000 boul. du beau-pré beaupré québec g0a 1e0 canada","Beaupré","2421025","24",47.0449182,-70.8952666
6588,"musée du squelette",,"museum","province of québec",,,,"g0l1k0","notre-dame-des-sept-douleurs","qc","chemin principal","L'Isle-Verte","2412043","24",47.969376,-69.289286
6589,"musée du squelette (animal skeleton museum)","natural history or natural sciences museum","museum","canadian museums association",,3402,"chemin principal","g0l1k0","île verte","qc","3402 chemin principal île-verte québec g0l 1k0 canada",,,"24",,
6592,"musée du témiscouata",,"museum","province of québec",,2448,"rue commerciale sud","g0l1x0","témiscouata sur le lac","qc","2448, rue commerciale sud","Témiscouata-sur-le-Lac","2413073","24",47.612327,-68.792232
6596,"musée eudore-dubeau","museum / historic site","museum","province of québec",,2900,"boul édouard montpetit","h3t1j4","montréal","qc","2900, boul. édouard-montpetit pavillon roger-gaudry, porte b-1, local d-129","Montréal","2466023","24",45.502718,-73.614969
6598,"musée eudore-dubeau université de montréal","exhibition or cultural centre science and technology museum","museum","canadian museums association",,2900,"édouard montpetit","h3t1j4","montréal","qc","2900 edouard-montpetit local d-129 faculté de médecine dentaire montréal québec h3t 1j4 canada","Montréal","2466023","24",,
6599,"musée ferroviaire de beauce","museum / historic site","museum","province of québec",,397,"rue jean marie rousseau","g0s3j0","vallée jonction","qc","397, rue jean-marie rousseau","Vallée-Jonction","2426015","24",46.370681,-70.922348
6600,"musée ferroviaire gare de labelle","museum / historic site","museum","province of québec",,178,"rue du dépôt","j0t1h0","labelle","qc","178, rue du dépôt","Labelle","2478120","24",46.283108,-74.735382
6602,"musée heritage museum and archives","library and/or archives community/regional museum historic site-building or park interpretation centre","museum","canadian museums association",,5,"st-anne street","t8n3z9","st-albert","ab","5 st. anne street st. albert place st. albert alberta t8n 3z9 canada","Edmonton","4811061","48",53.5419745,-113.4950951
6603,"musée historique de tracadie inc.","community/regional museum","museum","canadian museums association",,399,"rue du-couvent","e1x1e1","tracadie","nb","399 rue du couvent -suite 222 tracadie new brunswick e1x 1e1 canada","Tracadie","1315002","13",47.5131096,-64.9074959
6604,"musée historique du madawaska","community/regional museum","museum","canadian museums association",,165,"boulevard hébert","e3v2s8","edmundston","nb","165 boulevard hébert edmundston new brunswick e3v 2s8 canada","Edmundston","1313027","13",47.3709406,-68.3155721
6606,"musée honoré-mercier","museum / historic site","museum","province of québec",,927,"133 rte","j0j2g0","sabrevois","qc","927, rte 133","Sainte-Anne-de-Sabrevois","2456060","24",45.218701,-73.229324
6608,"musée huron-wendat",,"museum","province of québec",,15,"place de-la rencontre","g0a4v0","ekionkiestha wendake","qc","15, place de la rencontre ekionkiestha","Wendake","2423802","24",46.856712,-71.357488
6612,"musée la vieille fromagerie perron","museum / historic site","museum","province of québec",,148,"av albert-perron","g8j1l4","perron saint-prime","qc","148, av. albert-perron","Saint-Prime","2491035","24",48.592193,-72.338147
6616,"musée le chafaud","museum / historic site","museum","province of québec",,145,"route 132 o","g0c2l0","percé","qc","145, route 132 o.","Percé","2402005","24",48.521781,-64.212214
6617,"musée le régiment de la chaudière","museum / historic site","museum","province of québec",,10,"rue de-l'arsenal","g6v4p7","arsenal lévis","qc","10, rue de l'arsenal","Lévis","2425213","24",46.8042957,-71.1829841
6620,"musée louis-hémon",,"museum","province of québec",,700,"maria chapdelaine route","g0w2g0","péribonka","qc","700, route maria-chapdelaine","Péribonka","2492010","24",48.753323,-72.013411
6622,"musée louis-langlois (écomusée de rivière-pentecôte)","museum / historic site","museum","province of québec",,2088,"rue mgr mgr-labrie","g0h1r0","cartier","qc","2088, rue mgr-labrie","Port-Cartier","2497022","24",49.679036,-67.16727
6624,"musée marie-léonie","museum / historic site","museum","province of québec",,130,"rue de-la-cathédrale","j1h4m1","sherbrooke","qc","130, rue de la cathédrale","Sherbrooke","2443027","24",45.402181,-71.893552
6625,"musée maritime de charlevoix","institution muséale (musée, centre d'exposition, lieu d'interprétation)","museum","province of québec",,305,"rue de-l'église","g0a3y0","les éboulements","qc","305, rue de l'église","Les Éboulements","2416048","24",47.45730585,-70.36354882
6628,"musée maritime du phare de matane","museum / historic site","museum","province of québec",,968,"av du-phare o","g4w1v7","matane","qc","968, av. du phare o.","Matane","2408053","24",48.849967,-67.548748
6632,"musée maritime du québec - capitaine j.e. bernier",,"museum","province of québec",,55,"chemin des-pionniers est","g0r2b0","lislet","qc","55, chemin des pionniers est","L'Islet","2417078","24",47.128556,-70.371617
6636,"musée marius-barbeau, maison de la culture","museum / historic site","museum","province of québec",,139,"rue ste-christine","g0s2v0","saint-joseph-de-beauce","qc","139, rue ste-christine bureau 200","Saint-Joseph-de-Beauce","2427043","24",46.310991,-70.881887
6637,"musée mccord stewart","human history-archaelogy-anthropology or ethnology","museum","canadian museums association",,690,"rue sherbrooke ouest","h3a1e9","montréal","qc","690 rue sherbrooke ouest montréal québec h3a 1e9 canada","Montréal","2466023","24",45.50459635,-73.57362
6639,"musée militaire de trois-rivières","museum / historic site","museum","province of québec",,574,"rue st-françois","g9a1r6","trois rivières ","qc","574, rue st-françois-xavier","Trois-Rivières","2437067","24",46.347535,-72.54154
6642,"musée minéralogique de l'abitibi-témiscamingue (malartic)","museum / historic site","museum","province of québec",,650,"rue de-la-paix-malartic","j0y1z0","malartic","qc","650, rue de la paix","Malartic","2489015","24",48.133457,-78.122444
6645,"musée minéralogique et minier - centre historique de la mine king|kb3",,"museum","province of québec",,711,"boul frontenac o","g6g7y8","thetford mines","qc","711, boul. frontenac o.","Thetford Mines","2431084","24",46.096032,-71.325864
6650,"musée monseigneur scheffer","museum / historic site","museum","province of québec",,1,"rue deslauriers","g0g1w0","blanc-sablon","qc","église de notre-dame-de-lourdes, 1 rue deslauriers c.p. 100","Blanc-Sablon","2498005","24",51.4120675,-57.203036
6651,"musée montcalm","museum and art galleries","museum","ottawa",,,,,"gatineau","on",,"Gatineau","2481017","24",45.42511845,-75.72271056
6652,"musée namesokanjic","community/regional museum","museum","canadian museums association",,527,"rue frontenac","g6b1h6","lac mégantic","qc","527 rue frontenac bureau 200 lac-mégantic québec g6b 1h6 canada","Mont-Laurier","2479088","24",46.55106791,-75.50397214
6653,"musée national de la photographie",,"museum","province of québec",,400,"rue hériot","j2b1b3","drummondville","qc","400, rue hériot","Drummondville","2449058","24",45.884339,-72.488762
6657,"musée national des beaux-arts du québec (mnbaq)","museum / historic site","museum","province of québec",,179,"rue grande allée o","g1r2h1","québec","qc","179, rue grande allée o.","Québec","2423027","24",46.800969,-71.225027
6662,"musée pierre-boucher",,"museum","province of québec",,858,"rue laviolette","g9a5s3","trois rivières ","qc","858, rue laviolette","Trois-Rivières","2437067","24",46.348462,-72.544755
6665,"musée populaire de la photographie","art gallery exhibition or cultural centre industry/trade museum science and technology museum","museum","canadian museums association",,217,"rue brock","j2c1m2","drummondville","qc","217 rue brock drummondville québec j2c 1m2 canada","Drummondville","2449058","24",45.8798856,-72.4804832
6666,"musée pour enfants de laval","museum / historic site","museum","province of québec",,3805,"boul curé labelle","h7p0a5","laval","qc","3805, boul. curé-labelle","Laval","2465005","24",45.571969,-73.7841
6668,"musée québécois de culture populaire","institution muséale (musée, centre d'exposition, lieu d'interprétation)","museum","province of québec",,200,"rue laviolette","g9a6l5","trois-rivières","qc","200, rue laviolette","Trois-Rivières","2437067","24",46.34493625,-72.53983219
6669,"musée québécois de l'agriculture et de l'alimentation","museum / historic site","museum","province of québec",,100,"4e avenue","g0r1z0","la pocatière","qc","100, 4e avenue","La Pocatière","2414085","24",47.367739,-70.040857
6673,"musée régional de kamouraska","community/regional museum exhibition or cultural centre historic site-building or park human history-archaelogy-anthropology or ethnology","museum","canadian museums association",,69,"morel avenue","g0l1m0","kamouraska","qc","69 avenue morel kamouraska québec g0l 1m0 canada","Kamouraska","2414050","24",47.5661803,-69.8681206
6680,"musée régional de la côte-nord",,"museum","province of québec",,500,"boulevard laure","g4r1x7","sept îles","qc","500, boulevard laure","Sept-Îles","2497007","24",50.213446,-66.375888
6681,"musée régional de rimouski","attrait touristique et point d'intérêt","museum","rimouski",,35,"rue saint-germain ouest",,,"qc","35, rue saint-germain ouest","Rimouski","2410043","24",48.4504531,-68.52917134
