facility_name,index,source_facility_type,odhf_facility_type,provider,unit,street_no,street_name,postal_code,city,province,source_format_str_address,CSDname,CSDuid,Pruid,latitude,longitude
Belmont Long Term Care Facility,2634,long-term care home,Nursing and residential care facilities,Province of Ontario,,250,bridge street w,K8P 5N3,belleville,on,,Belleville,3512005,35,44.16007616,-77.40393509
Belvedere Heights,2635,long-term care home,Nursing and residential care facilities,Province of Ontario,,21,belvedere avenue,P2A 2A2,parry sound,on,,Parry Sound,3549032,35,45.34272524,-80.03862375
Benbowopka Treatment Centre,2637,mental health and addiction organization,Nursing and residential care facilities,Province of Ontario,,144,causley street,P0R 1B0,blind river,on,,Blind River,3557038,35,46.18232273,-82.94721488
Bendale Acres,2638,long-term care home,Nursing and residential care facilities,Province of Ontario,,2920,lawrence avenue e,M1P 2T8,toronto,on,,Toronto,3520005,35,43.75493801,-79.25183955
Bennett Health Care Centre,2639,long-term care home,Nursing and residential care facilities,Province of Ontario,,1,princess anne drive,L7G 2B8,halton hills,on,,Halton Hills,3524015,35,43.64477486,-79.93394806
Southern Alberta Forensic Psychiatric Centre,264,active acute hospital,Hospitals,Canadian Institute for Health Information,,,,T3R 1J3,calgary,ab,,Calgary,,48,,
Berkshire Care Centre,2640,long-term care home,Nursing and residential care facilities,Province of Ontario,,350,dougall avenue,N9A 4P4,windsor,on,,Windsor,3537039,35,42.31631637,-83.04161991
Bernard Betel Centre for Creative Living,2641,community support service,Ambulatory health care services,Province of Ontario,,1003,steeles avenue w,M2R 3T6,toronto,on,,Toronto,3520005,35,43.79192171,-79.44721752
Bertram Place Retirement Living Centre,2642,retirement home,Nursing and residential care facilities,Province of Ontario,,21,hatt street,L9H 2E9,hamilton,on,,Hamilton,3525005,35,43.26504409,-79.95507773
Beth Donovan Hospice,2643,community support service,Nursing and residential care facilities,Province of Ontario,,1107,french settlement road,K0G 1J0,kemptville,on,,North Grenville,3507065,35,45.03983249,-75.61880098
Bethammi Nursing Home,2644,long-term care home,Nursing and residential care facilities,Province of Ontario,,63,carrie street,P7A 4J2,thunder bay,on,,Thunder Bay,3558004,35,48.44135877,-89.24131667
Bethany Care Home of Norwich,2645,retirement home,Nursing and residential care facilities,Province of Ontario,,35,main street e,N0J 1P0,norwich,on,,Norwich,3532002,35,42.98864051,-80.59258351
Bethany Lodge,2646,long-term care home,Nursing and residential care facilities,Province of Ontario,,23,second street,L3R 2C2,markham,on,,Markham,3519036,35,43.86204073,-79.30139068
Bethell Hospice,2647,community support service,Nursing and residential care facilities,Province of Ontario,,18,king street e,L7E 1E8,caledon,on,,Caledon,3521024,35,43.87985701,-79.73758312
Bethsaida Retirement Home Ltd,2648,retirement home,Nursing and residential care facilities,Province of Ontario,,3,hillside drive,L9W 1P5,orangeville,on,,Orangeville,3522014,35,43.915362,-80.10123464
Bethseda Home,2649,retirement home,Nursing and residential care facilities,Province of Ontario,,76,silversted drive,M1S 3A5,toronto,on,,Toronto,3520005,35,43.80182762,-79.26619476
St. Joseph's General Hospital - Vegreville,265,general,Hospitals,Public Health Agency of Canada,,5241,43 st,T9C 1R5,vegreville,ab,5241 - 43 st. vegreville ab t9c 1r5,Vegreville,4810028,48,53.493974,-112.033805
Better Living at Thompson House,2650,community support service,Nursing and residential care facilities,Province of Ontario,,1,overland drive,M3C 2C3,toronto,on,,Toronto,3520005,35,43.7324901,-79.34677178
Bill Mcmurray Residence,2652,retirement home,Nursing and residential care facilities,Province of Ontario,,180,sheridan avenue,M6K 3C7,toronto,on,,Toronto,3520005,35,43.65162918,-79.4347012
Billings Court Manor,2653,long-term care home,Nursing and residential care facilities,Province of Ontario,,3700,billings court,L7N 3N6,burlington,on,,Burlington,3524002,35,43.36439192,-79.78777539
Billings Lodge Retirement Community,2654,retirement home,Nursing and residential care facilities,Province of Ontario,,1180,belanger avenue,K1H 8A2,ottawa,on,,Ottawa,3506008,35,45.38338775,-75.67274113
Billingswood Manor,2655,retirement home,Nursing and residential care facilities,Province of Ontario,,1370,bank street,K1H 8N6,ottawa,on,,Ottawa,3506008,35,45.38492745,-75.67327503
Bingham Memorial Hospital,2657,general,Hospitals,Public Health Agency of Canada,,507,8 ave,P0K 1N0,matheson,on,507 8th ave. matheson on p0k 1n0,Black River-Matheson,3556014,35,48.5396038,-80.4697506
Bingwi Neyaashi Anishinaabek (Sand Point),2658,community support service,Ambulatory health care services,Province of Ontario,,146,court street s,P7B 2X6,thunder bay,on,,Thunder Bay,3558004,35,48.43069956,-89.22750086
Birchmere Retirement Residence,2659,retirement home,Nursing and residential care facilities,Province of Ontario,,234,bay street,L3V 3W8,orillia,on,,Orillia,3543052,35,44.61976735,-79.41392188
Birchwood Terrace,2660,long-term care home,Nursing and residential care facilities,Province of Ontario,,237,lakeview drive,P9N 4J7,kenora,on,,Kenora,3560010,35,49.76559284,-94.504978
Birdsilver Gardens Senior Support Centre,2661,retirement home,Nursing and residential care facilities,Province of Ontario,,16,birdsilver gardens,M1C 4M5,toronto,on,,Toronto,3520005,35,43.79197732,-79.13066792
Birkdale Place Seniors Community,2662,retirement home,Nursing and residential care facilities,Province of Ontario,,611,farmstead drive,L9T 7Y8,milton,on,,Milton,3524009,35,43.50029384,-79.86709342
Birmingham Retirement Community,2663,retirement home,Nursing and residential care facilities,Province of Ontario,,356,birmingham street e,N0G 2L2,mount forest,on,,Wellington North,3523050,35,43.98529868,-80.73344194
Black Creek Community Health Centre,2664,mental health and addiction organization,Ambulatory health care services,Province of Ontario,,2202,jane street,M3M 1A4,toronto,on,,Toronto,3520005,35,43.72178469,-79.51168893
Blackadar Continuing Care Centre,2665,long-term care home,Nursing and residential care facilities,Province of Ontario,,101,creighton road,L9H 3B7,hamilton,on,,Hamilton,3525005,35,43.26120069,-79.96830854
Blackadar Retirement Residence,2666,retirement home,Nursing and residential care facilities,Province of Ontario,,99,creighton road,L9H 3B7,hamilton,on,,Hamilton,3525005,35,43.26134859,-79.96827634
Blackburn Senior Retirement Home,2667,retirement home,Nursing and residential care facilities,Province of Ontario,,2412,cleroux crescent,K1W 1A3,ottawa,on,,Ottawa,3506008,35,45.43604286,-75.54856219
Blenheim Community Village,2668,retirement home,Nursing and residential care facilities,Province of Ontario,,10,mary avenue,N0P 1A0,chatham-kent,on,,Chatham-Kent,3536020,35,42.33971663,-81.98799919
St. Mary's Camrose,267,general,Hospitals,Public Health Agency of Canada,,4607,53 st,T4V 1Y5,camrose,ab,4607 - 53rd st. camrose ab t4v 1y5,Camrose,4810011,48,53.0142926,-112.8305401
Blind River District Health Centre,2670,general,Hospitals,Public Health Agency of Canada,,525,causley st,P0R 1B0,blind river,on,525 causley st. blind river on p0r 1b0,Blind River,3557038,35,46.1873626,-82.9240632
Bloomington Cove Care Community,2671,long-term care home,Nursing and residential care facilities,Province of Ontario,,13621,ninth line,L4A 3C8,whitchurch-stouffville,on,,Whitchurch-Stouffville,3519044,35,44.00278365,-79.26290138
Blue Hills Child and Family Centre,2672,pediatric,Ambulatory health care services,Public Health Agency of Canada,,402,bloomington rd,L4G 0L9,aurora,on,402 bloomington rd. aurora on l4g 0l9,Aurora,3519046,35,43.96036,-79.4727
Blue Mountain Manor Retirement Residence,2673,retirement home,Nursing and residential care facilities,Province of Ontario,,236,weir street,L0M 1S0,stayner,on,,Clearview,3543005,35,44.42198169,-80.08361758
Blue Sky Family Health Team,2674,family health team - contract,Ambulatory health care services,Province of Ontario,,685,bloem street,P1B 4Z7,north bay,on,,North Bay,3548044,35,46.32156633,-79.46831247
Blue Water Rest Home,2675,community support service,Nursing and residential care facilities,Province of Ontario,,37792,zurich-hensall road,N0M 2T0,zurich,on,,Bluewater,3540010,35,43.41978964,-81.63774028
Bluewater Area Family Health Team,2676,family health team - contract,Ambulatory health care services,Province of Ontario,,43,main street,N0M 2T0,zurich,on,,Bluewater,3540010,35,43.42100354,-81.62496147
Bluewater Health,2677,general,Hospitals,Public Health Agency of Canada,,89,norman st,N7T 6S3,sarnia,on,89 norman st. sarnia on n7t 6s3,Sarnia,3538030,35,42.9773664,-82.3905476
Bluewater Health - Petrolia (Charlotte Eleanor Englehart Hospital),2678,hospital - site,Hospitals,Province of Ontario,,450,blanche street,N0N 1R0,petrolia,on,,Petrolia,3538019,35,42.87826,-82.147367
Bob Rumball Home for the Deaf,2683,long-term care home,Nursing and residential care facilities,Province of Ontario,,1,royal parkside drive,L4M 0C4,barrie,on,,Barrie,3543042,35,44.3641363,-79.62310322
Bobier Villa,2684,long-term care home,Nursing and residential care facilities,Province of Ontario,,1,bobier lane,N0L 1J0,dutton,on,,Dutton/Dunwich,3534030,35,42.66709281,-81.51387127
Bonnechere Algonquin Health Care Service,2685,community support service,Ambulatory health care services,Province of Ontario,,3477,petawawa boulevard,K8H 1X2,petawawa,on,,Petawawa,3547076,35,45.89993357,-77.28315121
Bonnechere Manor,2686,long-term care home,Nursing and residential care facilities,Province of Ontario,,470,albert street,K7V 4L5,renfrew,on,,Renfrew,3547048,35,45.48345932,-76.70256458
Bough Beeches Place,2687,retirement home,Nursing and residential care facilities,Province of Ontario,,1130,bough beeches boulevard,L4W 4G3,mississauga,on,,Mississauga,3521005,35,43.62599437,-79.60046495
Bowmanville Creek Retirement Community,2688,retirement home,Nursing and residential care facilities,Province of Ontario,,105,queen street,L1C 0T3,bowmanville,on,,Clarington,3518017,35,43.91037416,-78.68822688
St. Michael’s Long Term Care Centre,269,long term care,Nursing and residential care facilities,Canadian Institute for Health Information,,,,T5C 3H7,edmonton,ab,,Edmonton,,48,,
Bradford Valley Care Community,2691,long-term care home,Nursing and residential care facilities,Province of Ontario,,2656,line 6,L3Z 2A1,bradford west gwillimbury,on,,Bradford West Gwillimbury,3543014,35,44.09967975,-79.57244678
Bradgate Arms,2692,retirement home,Nursing and residential care facilities,Province of Ontario,,54,foxbar road,M4V 2G6,toronto,on,,Toronto,3520005,35,43.68566339,-79.40066839
Braemar Retirement Centre,2694,long-term care home,Nursing and residential care facilities,Province of Ontario,,719,josephine street n,N0G 2W0,wingham,on,,Morris-Turnberry,3540050,35,43.90065854,-81.30031372
Brain Injury Association of Durham Region,2695,community support service,Ambulatory health care services,Province of Ontario,,850,king street w,L1J 8N5,oshawa,on,,Oshawa,3518013,35,43.89162635,-78.89514265
Brain Injury Community Re-Entry (Niagara) Inc.,2696,community support service,Ambulatory health care services,Province of Ontario,,3340,schmon parkway,L2V 4Y6,thorold,on,,Thorold,3526037,35,43.1110871,-79.23930319
Brain Injury Services of Hamilton,2697,community support service,Ambulatory health care services,Province of Ontario,,225,king william street,L8R 1B1,hamilton,on,,Hamilton,3525005,35,43.25550359,-79.8607841
Brain Injury Services of Northern Ontario,2698,community support service,Ambulatory health care services,Province of Ontario,,426,balmoral street,P7C 5G8,thunder bay,on,,Thunder Bay,3558004,35,48.39063116,-89.25774036
"Brain Injury Services of Simcoe County Inc., (Biss)",2699,community support service,Ambulatory health care services,Province of Ontario,,21,essa road,L4N 3K5,barrie,on,,Barrie,3543042,35,44.3740078,-79.69117235
Bethany Care Society — Bethany Collegeside,27,long term care,Nursing and residential care facilities,Canadian Institute for Health Information,,,,T4R 0M3,red deer,ab,,Red Deer,,48,,
St. Paul Healthcare Centre,270,general,Hospitals,Public Health Agency of Canada,,4713,48 ave,T0A 3A3,st paul,ab,4713 - 48th ave. st. paul ab t0a 3a3,St. Paul,4812018,48,53.9888438,-111.2904497
Bramalea Community Health Centre,2700,community health centre,Ambulatory health care services,Province of Ontario,,40,finchgate boulevard,L6T 3J1,brampton,on,,Brampton,3521010,35,43.72807748,-79.7120768
Bramalea Retirement Residence,2701,retirement home,Nursing and residential care facilities,Province of Ontario,,30,peel centre drive,L6T 4G8,brampton,on,,Brampton,3521010,35,43.71669058,-79.7250052
"Branch 133, Legion Village Inc.",2703,community support service,Ambulatory health care services,Province of Ontario,,111,hibernia street,K9A 4Y7,cobourg,on,,Cobourg,3514021,35,43.95651529,-78.17033082
Brant Community Healthcare System - Brantford General Hospital Site,2707,general,Hospitals,Public Health Agency of Canada,,200,terrace hill st,N3R 1G9,brantford,on,200 terrace hill st. brantford on n3r 1g9,Brantford,3529006,35,43.152313,-80.276196
Brant Community Healthcare System - Willett Hospital Site,2708,chronic care,Nursing and residential care facilities,Public Health Agency of Canada,,238,grand river st n,N3L 2N7,paris,on,238 grand river st. n. paris on n3l 2n7,Brant,3529005,35,43.2045736,-80.3870839
St. Theresa General Hospital,271,general,Hospitals,Public Health Agency of Canada,,4506,46 ave,T0H 1N0,fort vermilion,ab,4506 - 46 ave. fort vermilion ab t0h 1n0,Mackenzie County,4817095,48,58.3858843,-116.0122067
Brant County Health Unit,2711,aids bureau,Ambulatory health care services,Province of Ontario,,194,terrace hill street,N3R 1G7,brantford,on,,Brantford,3529006,35,43.15184426,-80.27441232
Brantwood Community Services,2712,mental health,Nursing and residential care facilities,Public Health Agency of Canada,,25,bell lane,N3T 1E1,brantford,on,25 bell lane brantford on n3t 1e1,Brantford,3529006,35,43.128167,-80.278928
Breakaway Addiction Services,2713,mental health and addiction organization,Ambulatory health care services,Province of Ontario,,21,strickland avenue,M6K 3E6,toronto,on,,Toronto,3520005,35,43.64322438,-79.4311146
Breaking down Barriers-an Independent Living Centre Inc.,2714,community support service,Ambulatory health care services,Province of Ontario,,234,ste marie street,L9Y 3K5,collingwood,on,,Collingwood,3543031,35,44.49772369,-80.21494293
Briarfield Gardens,2715,retirement home,Nursing and residential care facilities,Province of Ontario,,1250,weber street e,N2A 4E1,kitchener,on,,Kitchener,3530013,35,43.4339767,-80.4446075
Briargate,2716,retirement home,Nursing and residential care facilities,Province of Ontario,,4567,bath road,K7N 1A8,amherstview,on,,Loyalist,3511005,35,44.21822341,-76.65431965
